Inflect òbchòdzony | V;PPART;PASS;MPL	òbchòdzoné
Inflect rëba | N;INS(FEM,SG)	rëbëjidą
Inflect rëba | N;GEN(PL)	rëbów
Inflect Jablóń | N;GEN(PL)	Jablón
Inflect Białogłowski | ADJ;INS(MASC,SG)	Białogłowsczim
Inflect Bawarskô | ADJ;NOM(FEM,SG)	Bawarskô
Inflect wrażenié | N;NOM(SG)	wrażenié
Inflect strzidniowiecze | N;GEN(SG)	strzidniowiecza
Inflect gripa | N;ACC(SG)	gripã
Inflect gripa | N;NOM(PL)	gripë
Inflect zëma | N;NOM(SG)	Zëma
Inflect zesziwek | N;LOC;PL	zesziwkach
Inflect fòtograficzny | ADJ;INS(MASC,PL)	fòtograficznyma
Inflect Zamkòsc | N;ACC(SG)	Zamkòscą
Inflect Masyw | N;GEN(SG)	Masywù
Inflect brac | V;PST;MASC;SG	Brôł
Inflect ciwilizacëjô | N;NOM(SG)	ciwilizacëjo
Inflect swòrka | N;NOM(SG)	swòrka
Inflect Bójczi | N;NOM(PL)	Bójczi
Inflect spòlëzna | N;ACC(SG)	spòlëznã
Inflect spòlëzna | N;GEN(SG)	spòlëznë
Inflect wijąg | N;ACC(MASC,SG)	wijąg
Inflect mùndura | N;ACC(SG)	mùnduru
Inflect belladonna | N;NOM(SG)	belladonna
Inflect gnostëcczi | ADJ;GEN(MASC,PL)	gnostëcczich
Inflect Temida | N;NOM(SG,FEM)	Temida
Inflect jawernotô | N;ACC(PL)	jawernotë
Inflect zacwiardzenié | N;GEN(SG)	zacwiardzeniô
Inflect Pòtãg | N;NOM(PL)	Pòtãgòwie
Inflect pòwieska | N;LOC;PL	pòwiescach
Inflect przëmiara | N;NOM(SG)	przëmiôr
Inflect Miłośnik | N;GEN(PL)	Miłośników
Inflect zrzëszenié | N;INS(SG)	zrzëszenim
Inflect aktórka | N;GEN(SG)	aktórki
Inflect bieg | N;GEN(SG)	biegu
Inflect òkò | N;VOC(PL)	Òczë
Inflect przëdłëżenié | N;ACC(SG)	przëdłëżeniã
Inflect krënica | N;NOM(FEM,SG)	Krënica
Inflect Hala | N;GEN(PL)	Halen
Inflect Band | N;NOM(SG,MASC)	Band
Inflect Brodzik | N;NOM(SG)	Brodzik
Inflect arystyczny | ADJ;MASC;SG;LOC	aristicznym
Inflect pôłplëniô | N;GEN(SG)	pôłplëńsczi
Inflect Egipt | N;NOM(SG)	Egipt
Inflect Egipt | N;GEN(SG)	Egiptu
Inflect jedlëna | N;F;NOM(SG)	jedlëna
Inflect rozdac | V;INF	rozdac
Inflect farfara | N;NOM(FEM,SG)	farfara
Inflect óchrona | N;ACC(SG,FEM)	óchroną
Inflect Wschód | N;GEN(MASC,SG)	Wschòdu
Inflect pielniczka | N;NOM(FEM,SG)	pielniczka
Inflect sojusz | N;NOM(SG)	sojusz
Inflect żarno | N;NOM(FEM,PL)	żarna
Inflect przekład | N;M3;NOM(SG)	przekład
Inflect Stróg | N;VOC(SG)	Strôgô
Inflect kopa | N;NOM(SG)	kôpa
Inflect wdolina | N;LOC;PL	wdolinach
Inflect Pismò | N;GEN(SG)	Pisma
Inflect Pismò | N;DAT(SG)	Pismie
Inflect Wizytek | N;GEN(PL)	Wizytków
Inflect wzmòcnic | V;FUT;SG;3	wzmòcnic
Inflect pòeta | N;NOM(MASC,SG)	pòeta
Inflect parafia | N;NOM(PL)	parafié
Inflect pòwstanié | N;GEN(SG)	pòwstaniégò
Inflect pòwstanié | N;GEN(SG)	pòwstaniô
Inflect mòntaż | N;DAT(FEM,SG)	mòntażë
Inflect gãstota | N;ACC(SG)	gąsto
Inflect mól | N;NOM(SG)	moul
Inflect nôczãsczi | ADV;SUP	nôczãsczi
Inflect sprat | N;GEN(PL)	sprattus
Inflect Dwaseminnô | ADJ;NOM(FEM,SG)	Dwaseminnô
Inflect pòétny | ADJ;INS(SG,MASC)	pòétnym
Inflect pòétny | ADJ;NOM(FEM,SG)	pòétné
Inflect regùla | N;NOM(PL)	Regùlach
Inflect Słupia | N;NOM(SG)	Słupia
Inflect nôùcza | N;GEN(SG)	nôùce
Inflect drobny | ADJ;INS(PL,MASC)	drobnyma
Inflect Martinique | N;NOM(SG)	Martinique
Inflect apòkryphón | N;GEN(PL)	apòkryphon
Inflect sprôwiac | V;PPP;MP;PST	sprôwióny
Inflect maraton | N;VOC(SG)	maratonë
Inflect Pòlanón | N;NOM(PL)	Pòlanie
Inflect słuchac | V;SG;3;PRS	słëchù
Inflect nadrząd | N;MASC;SG;INST	nadrząd
Inflect kòpùlacëjô | N;ACC(SG)	kòpùlacëjã
Inflect aksamentny | ADJ;NOM(MASC,SG)	aksaméntni
Inflect Bòrdôk | N;NOM(SG)	Bòrdôk
Inflect Wafel | N;NOM(PL)	Wafle
Inflect Wigga | N;F;GEN(SG)	Wigg
Inflect romanticzny | ADJ;F;ACC(SG)	romanticzną
Inflect rozwój | N;GEN(SG)	rozwiju
Inflect probòszcz | N;INS(SG)	probòszczem
Inflect probòszcz | N;ACC(SG)	probòszczã
Inflect doleczënk | N;GEN(PL)	dolaczënków
Inflect stabilny | ADJ;NOM(FEM,SG)	stabilnô
Inflect Kirkòwsczi | ADJ;VOC(MASC,SG)	Kirkòwsczi
Inflect Zëmòwi | ADJ;NOM(MASC,SG)	Zëmòwi
Inflect Gondwana | N;ACC(SG)	Gondwanë
Inflect transpòrt | N;GEN(SG)	transpòrtu
Inflect wãdzëbôcz | N;PL	wãdzëbôczi
Inflect produkcja | N;NOM(SG)	produkcja
Inflect produkcja | N;GEN(SG)	produkcji
Inflect strzédny | ADJ;GEN(PL,MASC)	strzédnych
Inflect strzédny | ADJ;INS(MASC,SG)	strzédnym
Inflect strzédny | ADJ;ACC(MASC,PL)	strzédnëch
Inflect strzédny | ADJ;NOM(FEM,SG)	strzédnô
Inflect Pruszków | N;LOC;SG	Pruszkòwie
Inflect Katrënka | N;GEN(SG)	Katrënczi
Inflect ùderzenié | N;GEN(SG)	ùderzenia
Inflect parzënka | N;F;NOM(SG)	parzënka
Inflect òkrąg | N;LOC;PL	òkrãżach
Inflect Ambrogiô | N;NOM(SG)	Ambrogiô
Inflect òpiéra | N;F;NOM(SG)	òpiérȏ
Inflect refòrma | N;GEN(SG)	refòrmacëji
Inflect apartny | ADJ;GEN;NOM(PL,MASC)	apartnych
Inflect apartny | ADJ;INS(MASC,SG)	apartnym
Inflect apartny | ADJ;NOM(FEM,SG)	apartné
Inflect apartny | ADJ;ACC(MASC,PL)	apartnëch
Inflect apartny | ADJ;NOM(FEM,SG)	apartnô
Inflect òsobnë | ADJ;GEN(PL,MASC,ANIM)	òsóbnëch
Inflect tãg | V;NFIN	tãga
Inflect zwãk | N;NOM(SG)	Zwãk
Inflect kraj | N;NOM(SG)	kraj
Inflect kraj | N;LOC;PL	krajach
Inflect szczawa | N;NOM(SG,FEM)	szczawa
Inflect dzéckò | N;VOC(SG)	dzécë
Inflect kòzeł | N;NOM(PL)	Kòzłë
Inflect Corylus | N;NOM(SG)	Corylus
Inflect prôca | N;ACC(SG)	prôcëją
Inflect strzéla | V;IMP;SG;2	strzél
Inflect przëmiónk | N;GEN(PL)	przëmiónków
Inflect stój | V;IMP;2;SG	stój
Inflect wątornik | N;NOM(SG)	wątornik
Inflect pisklę | N;GEN(PL)	piskląt
Inflect dziń | N;LOC;PL	dniach
Inflect żeberkòwòkrziżewi | ADJ;ACC(FEM,SG)	żeberkòwòkrziżewą
Inflect pomorski | ADJ;GEN(MASC,SG)	pomorskiego
Inflect Czasoprzestrzéń | N;NOM(SG)	Czasoprzestrzéń
Inflect Bambérg | N;GEN(MASC,SG)	Bambérga
Inflect prowadniczk | N;INS(FEM,SG)	prowadnikã
Inflect Magda | N;NOM(FEM,SG)	Magda
Inflect krzëkwa | N;NOM(FEM,PL)	krzëkwë
Inflect mùlka | N;NOM(FEM,SG)	mùlka
Inflect smaczk | ADJ;NOM(MASC,PL)	smaczczi
Inflect smaczk | N;F;ACC(SG)	smaczkã
Inflect winda | N;NOM(SG,FEM)	Wind
Inflect bënowa | ADJ;IND;GEN(PL,MASC)	bënowëch
Inflect Krósewò | N;NOM(SG)	Krósewò
Inflect miech | N;NOM(MASC,SG)	miech
Inflect miech | N;INS(SG)	miechã
Inflect bezpòstrzédny | ADJ;INS(MASC,PL)	bezpòstrzédnyma
Inflect pierwszi | ADJ;INS;NOM(PL,MASC)	pierwszymi
Inflect zdrzódło | N;NOM(SG)	zdrzódło
Inflect rezerwarzë | N;DAT(SG)	rezerwùarze
Inflect cëkrownictwò | N;NOM(NEUT,SG)	cëkrownictwò
Inflect krajôcz | N;NOM(FEM,PL)	krajowczi
Inflect Pùńkt | N;NOM(PL)	Pùńktë
Inflect helioskopia | N;NOM(SG)	helioscopia
Inflect Mrocza | N;NOM(SG)	Mrocza
Inflect familiô | N;DAT(SG)	familëji
Inflect aùtenticzny | ADJ;DAT(MASC,PL)	aùtenticznëch
Inflect czëda | N;ACC(FEM,SG)	czëdë
Inflect pùrcel | N;NOM(PL)	pùrcle
Inflect klôsztór | N;LOC;PL	klôsztorach
Inflect nôgłô | ADJ;ACC(FEM,SG)	nôgle
Inflect kòmùnalny | ADJ;GEN(MASC,SG)	kòmùnalnégò
Inflect gard | N;ACC(SG)	Gardu
Inflect diecezja | N;GEN(SG)	diecezëji
Inflect Vratislavia | N;NOM(SG)	Vratislavia
Inflect wieża | N;ACC(SG)	wieżã
Inflect wieża | N;INST;SG	wieżą
Inflect Flagowy | ADJ;GEN(MASC,PL)	Flagowych
Inflect równy | ADJ;NOM(SG,NEUT)	Równo
Inflect kluczowi | ADJ;GEN(MASC,PL)	kluczowich
Inflect pôrk | N;F;NOM(SG)	pôrka
Inflect torfòwiszcze | N;GEN(SG)	torfòwiszcza
Inflect maklënk | N;NOM(SG)	maklënk
Inflect brzózka | N;NOM(FEM,SG)	brzózka
Inflect brzózka | N;F;INS(PL)	brzózkama
Inflect gitara | N;GEN(PL)	gitarów
Inflect jezoro | N;NOM(SG)	jezór
Inflect jezoro | N;DAT(SG)	jezórze
Inflect epòpeja | N;GEN(FEM,SG)	epòpeje
Inflect Czerwiã | ADJ;NOM(FEM,SG)	Czerwònô
Inflect rekònstrukcëjô | N;GEN(SG)	rekònstrukcëji
Inflect Magnoliophytina | N;NOM(PL)	Magnoliophytina
Inflect słuńcë | ADJ;NOM(FEM,SG)	słuńcowô
Inflect ùwôżónié | V;NFIN;PRS	ùwôżanié
Inflect cyfra | N;GEN(PL)	cyframa
Inflect Chalcedon | N;NOM(SG)	Chalcedon
Inflect człowjék | N;DAT(SG)	człowiekù
Inflect błóna | N;GEN(SG)	błoné
Inflect rozbùdowiwac | V;INF	rozbùdowiwac
Inflect Rówizna | N;NOM(PL)	Rówiznë
Inflect ADJ | ADJ;ACC(FEM,SG)	bënową
Inflect lëczëbnota | N;NOM(PL)	lëczëbnotë
Inflect brzëch | N;NOM(MASC,SG)	brzëch
Inflect brzëch | N;GEN(SG)	brzëcha
Inflect Pelplin | N;SG	Pelplin
Inflect Pelplin | N;LOC;SG	Pelplinie
Inflect Pelplin | N;LOC;SG	Pelplënie
Inflect Kòrejani | N;NOM(PL,MASC)	Kòrejanie
Inflect sarc | N;GEN(FEM,SG)	sarka
Inflect pòtrzebny | ADJ;NOM(MASC,SG)	pòtrzebny
Inflect Chôłmżëńsczi | ADJ;INS(MASC,SG)	Chôłmżëńsczim
Inflect Wëraz | N;INS(SG)	Wërazã
Inflect semestr | N;GEN(PL)	semestrów
Inflect mnieszima | ADJ;ACC(FEM,SG)	mniészima
Inflect Solnica | N;NOM(SG)	Solnica
Inflect òkrãgłô | ADJ;NOM(FEM,SG)	òkrãgłô
Inflect teritorialny | ADJ;ACC(FEM,SG)	teritorialną
Inflect pòlskòruskô | ADJ;ACC(FEM,PL)	pòlskòrusczé
Inflect pòlskòruskô | ADJ;NOM(FEM,SG)	pòlskòruskô
Inflect Melanitta | N;F;NOM(SG)	Melanitta
Inflect pòréncznychćk | ADJ;NOM(FEM,SG)	pòréncznô
Inflect rozrastać | V;NFIN	rozrastac
Inflect Swiãtopôłk | N;INST;SG	Swiãtopôłkiem
Inflect Frãcëszk | N;NOM(MASC,SG)	Frãcëszk
Inflect kòrzeń | N;GEN(SG)	kòrzénia
Inflect òperacjô | N;DAT(SG)	òperacje
Inflect strzednica | N;NOM(PL)	strzednicë
Inflect ùdzél | N;GEN(SG)	ùdzélu
Inflect ùcznik | N;DAT(SG)	ùczniém
Inflect paczka | N;NOM(PL)	paczczi
Inflect grzëmòta | N;MASC;INTS;SG	grzëmòt
Inflect òbzérac | V;INF	òbzérac
Inflect przedsãbiérca | N;ACC(SG)	przedsãbiércã
Inflect dodôwkòwi | ADJ;NOM(PL,MASC)	dodôwkòwé
Inflect kłopòt | N;NOM(SG)	kłopòt
Inflect bëła | V;PRS;3;SG	bęła
Inflect Tatczëzna | N;NOM(SG)	Tatczëzna
Inflect Tatczëzna | N;DAT(SG)	Tatczëznie
Inflect òwca | N;NOM(PL)	Òwczi
Inflect ksążëczi | N;GEN(PL)	ksążëczich
Inflect stoleczny | ADJ;INS(MASC,SG)	stolecznym
Inflect Kartësczi | ADJ;NOM(MASC,PL)	Kartësczi
Inflect skansen | N;NOM(SG)	skansen
Inflect ùrozmaicëc | V;INF	ùrozmaicëc
Inflect szczëtk | N;NOM(PL)	szczëczi
Inflect Gdôńsk | N;NOM(SG,MASC)	Gdôńsk
Inflect osobliwi | ADJ;NOM(MASC,SG)	osobliwe
Inflect znôwu | ADV	znôwu
Inflect Kòszôłka | N;NOM(FEM,SG)	Kòszôłka
Inflect problem | N;NOM(SG)	problem
Inflect problem | N;INS(PL)	problemama
Inflect bëc | V;PST;3;PL	bëłë
Inflect filologiô | N;ACC(SG)	filologiã
Inflect lata | N;LOC;PL	lôtach
Inflect przënôleżny | ADJ;VOC(MASC,SG)	przënôleżnëch
Inflect mètra | N;GEN(FEM,SG)	métra
Inflect gromowka | N;ACC(SG)	gromówkã
Inflect nôtëralni | ADJ;NOM(FEM,SG)	nôtëralno
Inflect Drobnokwiatowi | N;DAT(SG,MASC)	Drobnokwiatowi
Inflect Szefka | N;NOM(FEM,SG)	Szefka
Inflect pedel | N;GEN(MASC,PL)	pedalów
Inflect nôród | N;NOM(MASC,SG)	nôrod
Inflect artystyczny | ADJ;INS(MASC,SG)	artystycznym
Inflect dopasowóny | ADJ;NOM(FEM,SG)	dopasowónô
Inflect Jakùbòwskô | ADJ;NOM(FEM,SG)	Jakùbòwskô
Inflect amatorsczi | ADJ;INS(MASC,SG)	amatorsczim
Inflect rozegracëjô | N;DAT(SG)	rozegracëje
Inflect namòwa | N;ACC(SG)	namòwą
Inflect szlabizogram | N;GEN(PL)	szlabizogramów
Inflect binô | N;ACC(SG,FEM)	binã
Inflect Rezerwat | N;NOM(SG)	Rezerwat
Inflect dzëba | N;NOM(MASC,SG)	dzëb
Inflect przëbòczëwiôk | N;NOM(SG,MASC)	przëbócziwô
Inflect błona | N;GEN(FEM,SG)	błonë
Inflect nôród | N;NOM(MASC,SG)	nôrôd
Inflect przëpòminac | V;INF	przëpòminac
Inflect kòmitétò | N;DAT(SG)	kòmitet
Inflect bilet | N;M3;NOM(SG)	bilet
Inflect bilet | N;VOC(PL)	bilietë
Inflect pnąc | V;NFIN	pnąc
Inflect Serbiô | N;NOM(SG,FEM)	Serbiô
Inflect kòronacëjô | N;GEN(SG)	kòronacjë
Inflect karczma | N;NOM(SG)	karczma
Inflect karczma | N;GEN(SG)	karczmë
Inflect patrijarchat | N;NOM(SG)	patrijarchat
Inflect róg | N;M3;GEN(SG)	rogù
Inflect czerënk | N;LOC;PL	czerënkach
Inflect czerënk | N;GEN(PL)	czerënków
Inflect debiut | N;NOM(SG)	debiut
Inflect pòdrodzëzna | N;GEN(SG)	pòdrodzëznë
Inflect zdrzódł | N;GEN(PL)	zdrzódłów
Inflect côrozkã | N;ACC(SG)	côrozkã
Inflect kùrz | N;LOC;SG	kùrze
Inflect spiéwónka | N;DAT(PL)	spiéwónkòm
Inflect gwiżdżać | V;IMP;PF	gwiżdż
Inflect Kowalski | N;NOM(SG,MASC)	Kowalski
Inflect Mozart | N;NOM(SG)	Mozart
Inflect Mozart | N;GEN(SG,MASC)	Mozarta
Inflect zwãk | N;NOM(PL)	zwãczi
Inflect zwãk | N;NOM(MASC,SG)	zwãk
Inflect zwãk | N;INST;PL	zwãkama
Inflect Napôd | N;NOM(SG)	Napôd
Inflect Arab | N;NOM(PL)	Arabowie
Inflect òdkòpac | V;PFV;TR;INF	òdkòpac
Inflect wôżnoce | N;ACC(PL)	wôżnoce
Inflect imperium | N;NOM(SG,NEUT)	imperium
Inflect Pòlôszka | N;GEN(FEM,SG)	Pòlaszczi
Inflect chójka | N;NOM(SG)	chójka
Inflect chójka | N;ACC(SG)	chójkã
Inflect wëzwëskanié | N;INS(SG)	wëzwëskaniém
Inflect pisc | V;NFIN	pisa
Inflect Pòmòrzan | N;GEN(PL)	Pòmòrzanów
Inflect brómk | N;GEN(PL)	brómków
Inflect pòwierzchnia | N;ACC(SG)	pòwierzchniã
Inflect Potem | ADV	Potemu
Inflect chër | N;INS(SG,FEM)	chërą
Inflect Wëcygnąc | V;NONFIN;IMPV	Wëcygni
Inflect wòjewództwo | N;NOM(PL)	wòjewództwa
Inflect łużickô | ADJ;NOM(FEM,SG)	łużickô
Inflect zjëc | V;NFIN	zjôdô
Inflect pòmalë | ADV	pòmalë
Inflect pas | N;INS(SG,MASC)	pasem
Inflect Italy | N;DAT(SG,FEM)	Italji
Inflect jinicjatiwa | N;GEN(SG)	jinicjatiwë
Inflect lëdze | N;LOC;PL	lëdzach
Inflect hipòteza | N;NOM(SG)	hipòteza
Inflect wësziwk | N;ACC(SG)	wësziwk
Inflect wësziwk | N;GEN(SG)	wësziwkù
Inflect liturgia | N;ACC(SG)	liturgią
Inflect zaczarowac | V;NFIN	zaczarowóé
Inflect lubòta | N;ACC(PL)	lubòtë
Inflect Kawa | N;NOM(FEM,SG)	Kawa
Inflect kònferencjô | N;GEN(PL)	kònferencjów
Inflect Òstrzëce | N;F;NOM(PL)	Òstrzëce
Inflect wies | N;GEN(SG)	wsowi
Inflect Swina | N;F;NOM(SG)	Swiniô
Inflect laùreatka | N;ACC(FEM,SG)	laùreatką
Inflect klasiczny | ADJ;NOM(FEM,SG)	Klasicznô
Inflect Friderik | N;NOM(SG,MASC)	Friderik
Inflect Friderik | N;DAT(SG,MASC)	Friderikòwi
Inflect nowy | ADJ;NOM(SG,MASC)	nowy
Inflect Dërgnienié | N;NOM(SG)	Dërgnienié
Inflect zdanim | N;INS(SG)	zdanim
Inflect Wòlny | ADJ;NOM(MASC,SG)	Wòlny
Inflect krajińsczi | ADJ;INS(MASC,SG)	krajińsczim
Inflect krajińsczi | ADJ;VOC(MASC,SG)	krajińsczé
Inflect cywilizacëjô | N;GEN(SG)	cywilizacji
Inflect cywilizacëjô | N;GEN(PL)	cywilizacëjów
Inflect Krakòw | N;GEN(SG)	Krakòwa
Inflect sąsiedztwo | N;GEN(SG)	sąsedztwa
Inflect sąsiedztwo | N;LOC;SG;NEUT	sąsedztwie
Inflect frantówka | N;ACC(SG)	frantówkã
Inflect frantówka | N;GEN(PL)	frantówków
Inflect wòżenié | N;GEN(SG)	wòżeniô
Inflect pierwiastk | N	pierwiôstk
Inflect pierwoszno | ADJ;NOM(FEM,SG)	pierwoszno
Inflect stark | N;ACC(MASC,SG)	starkù
Inflect Łeba | N;ACC(SG)	Łebą
Inflect kòscelny | ADJ;NOM(MASC,SG)	kòscelny
Inflect kòscelny | ADJ;FEM;SG	kòscelné
Inflect kòscelny | ADJ;NOM(FEM,SG)	kòscelnô
Inflect cëchi | ADJ;NOM(MASC,SG)	tich
Inflect czapla | N;NOM(SG)	czapla
Inflect dzeło | N;GEN(PL)	dzełów
Inflect Kruzowi | ADJ;NOM(FEM,SG)	Kruzowatô
Inflect smiertelny | ADJ;DAT(MASC,PL)	smiertelnych
Inflect Władisłôw | N;NOM(SG)	Władisłôw
Inflect Sama | ADJ;NOM(FEM,SG)	Sama
Inflect pòkrocznómëch | ADJ;GEN(MASC,PL)	pòkrocznëch
Inflect Pòmórka | N;DIM;VOC(SG)	Pòmòrzkù
Inflect zdarzenie | N;GEN(PL)	zdarzeniów
Inflect Pòlanów | N;GEN(PL)	Pòlanów
Inflect Biebrza | N;INST;SG	Biebrzą
Inflect zbòżé | N;ACC(SG)	zbòżô
Inflect dôsc | ADV	Dosc
Inflect teleskop | N;GEN(SG)	teleskòpù
Inflect kòralowô | ADJ;NOM(FEM,SG)	kòralowô
Inflect dzëdzón | N;NOM(SG)	dzëdzón
Inflect Strasburg | N;NOM(SG)	Strasburg
Inflect Strasburg | N;GEN(MASC,SG)	Strasburgu
Inflect pasterz | N;DAT(SG)	pasturze
Inflect pisklã | N;ACC(SG)	pisklã
Inflect wënëkańc | V;INF	wënëkańcã
Inflect zabùdowa | N;ACC(SG)	zabùdowã
Inflect kaléndarz | N;NOM(SG)	Kalendarz
Inflect òbrôz | N;DAT(SG)	òbrôzã
Inflect òbrôz | N;GEN(PL)	òbrôzów
Inflect nôbòżéństwò | N;GEN(SG)	nôbòżéństwa
Inflect wspòmòżycél | N;GEN(PL)	wspòmòżycelów
Inflect wësłôw | V;IMP;PL;FUT	wësłôwów
Inflect rëszny | ADJ;GEN(PL,MASC)	rësznych
Inflect fòtografija | N;GEN(SG)	fòtografii
Inflect fòtografija | N;INS(PL)	fòtografijama
Inflect fòtografija | N;GEN(SG)	fòtografiji
Inflect adlãdzëc | V;NFIN	adlãdzëc
Inflect òbłôk | N;M3;NOM(SG)	òbłôk
Inflect Harmonia | N;NOM(SG)	Harmonia
Inflect niechęć | N;NOM(SG)	niechęc
Inflect òbrócëc | V;INF	òbrócëc
Inflect węgierski | ADJ;NOM(FEM,SG)	węgierskô
Inflect peplón | N;ACC(MASC,SG)	peplón
Inflect Skarszewë | N;NOM(PL)	Skarszewë
Inflect imię | N;NOM(SG)	imię
Inflect klôsztór | N;GEN(SG)	klôsztoru
Inflect klôsztór | N;PL	klôsztorë
Inflect klôsztór | N;NOM(SG)	klôsztór
Inflect klôsztór | N;NOM(SG,MASC)	klôsztôr
Inflect òstróm | N;GEN(FEM,SG)	òstrowa
Inflect gromada | N;NOM(SG,FEM)	gromada
Inflect gromada | N;INS(PL)	gromadama
Inflect gromada | N;ACC(SG)	gromadë
Inflect gromada | N;GEN(PL)	gromadów
Inflect rôdzëc | V;NFIN	rôdze
Inflect Kòscół | N;NOM(SG)	Kòscół
Inflect Szparąg | N;NOM(SG,MASC)	Szparaga
Inflect Astrònomiczny | ADJ;INS(MASC,SG)	Astronomicznym
Inflect fùnksnérowanié | N;LOC;SG	fùnksnérowaniu
Inflect Niemcama | N;DAT(PL,MASC)	Niemcama
Inflect skala | N;ACC(SG)	skalë
Inflect łączenie | N;LOC;PL	łączeniach
Inflect grób | N;M3;NOM(SG)	grób
Inflect Niemiec | N;ACC(PL)	Miemców
Inflect saxofonista | N;NOM(SG)	saxofonista
Inflect znôw | ADV	znôw
Inflect pôłniowòamerikańsczi | ADJ;VOC(MASC,SG)	pôłniowòamerikańsczi
Inflect stacja | N;LOC;PL	stancjach
Inflect stacja | N;VOC(SG)	stancje
Inflect zrzeszony | ADJ;MASC;PL;LOC	zrzeszonych
Inflect litr | N;GEN(PL)	litrów
Inflect receptor | N;GEN(PL)	receptorów
Inflect ùwaga | N;GEN(SG)	ùwadzi
Inflect ùwaga | N;GEN(SG)	ùwadżi
Inflect spisac | V;PST;M;SG	spisôł
Inflect Kolorado | N;NOM(SG)	Kolorado
Inflect jinšy | ADJ;NOM(MASC,PL)	Inszi
Inflect dalszi | ADJ;NOM(FEM,SG)	dalszô
Inflect Gama | N;GEN(PL)	Gams
Inflect trzebic | V;INF	trzebic
Inflect bòcënk | N;DAT(MASC,SG)	bòcónk
Inflect Czerwona | ADJ;NOM(FEM,SG)	Czerwona
Inflect twardi | ADJ;NOM(MASC,SG)	twardi
Inflect twardi | ADJ;NOM(FEM,SG)	twardé
Inflect rut | N;F;INS(SG)	rutą
Inflect móc | V;1;PL;PRS	mómë
Inflect gnôt | N;NOM(PL)	gnôtë
Inflect gnôt | N;GEN(PL)	gnôtów
Inflect kònwent | N;NOM(SG)	kònweńt
Inflect dzejnôta | N;NOM(SG)	dzejnotë
Inflect kwitná | V;IMP;3;PL	kwitną
Inflect Wejmar | N;LOC;SG	Weimarze
Inflect knòp | N;GEN(PL)	knòpów
Inflect islandzczi | ADJ;NOM(MASC,SG)	islandzczi
Inflect tołmaczony | ADJ;NOM(PL,MASC)	tołmaczoné
Inflect spòsobiôrz | N;NOM(PL)	spòsobiôrzë
Inflect kònserwatiwny | ADJ;ACC(FEM,PL)	kònserwatiwné
Inflect Dzërzgóń | N;NOM(SG)	Dzërzgóń
Inflect seksja | N;ACC(SG)	sekcjã
Inflect romanticzni | ADJ;NOM(FEM,SG)	romanticznô
Inflect Kukówczëzna | N;NOM(SG)	Kukówczëzna
Inflect ùdowierzenie | N;GEN(SG)	ùdowierzenia
Inflect gòticczi | ADJ;ACC(FEM,PL)	gòticczé
Inflect ekòniczny | ADJ;NOM(FEM,SG)	ekònomicznô
Inflect Sprawiedlëwòtë | N;GEN(FEM,SG)	Sprawiedlëwòtë
Inflect kapsa | N;LOC;PL	kapsëdach
Inflect Wërôbiôc | V;IPFV;IND;NFIN	Wërôbiają
Inflect ùznanie | N;GEN(SG)	ùznania
Inflect Przemysław | N;GEN(MASC,PL)	Przemyslidów
Inflect czãdzëc | V;NFIN;INF	cządã
Inflect zychrowëjący | V;VPRES;NFIN	zychrowùjącé
Inflect Cél | N;ACC(SG)	Célã
Inflect łb | N;LOC;SG	łbie
Inflect Éùropejsczi | ADJ;NOM(MASC,SG)	Éùropejsczi
Inflect stôrożëtnô | ADJ;INS(MASC,SG)	sttôrożëtnim
Inflect przërównac | V;INF	przërównac
Inflect Zgromadzenié | N;GEN(SG)	Zgromadzeniô
Inflect reklama | N;LOC;SG	reklamie
Inflect reklama | N;ACC(SG)	reklamë
Inflect Romana | N;GEN(FEM,SG)	Romana
Inflect złożony | ADJ;NOM(MASC,SG)	złożony
Inflect krepel | N;NOM(PL)	kreple
Inflect dzelnica | N;ACC(SG)	dzelnicã
Inflect wdôra | N;ACC(SG)	Wdôr
Inflect Wisełka | N;GEN(PL)	Wisełczi
Inflect spiéwanié | N;NOM(NEUT,SG)	spiéwanié
Inflect bùrbòńsczi | ADJ;MASC;PL;LOC	bùrbòńsczich
Inflect gbùr | N;GEN(MASC,PL)	gbùrów
Inflect ùbòdzëk | ADJ;GEN(PL,MASC,ANIM)	ùbòdżich
Inflect sroka | N;GEN(SG)	sroczi
Inflect Eurpejsczi | ADJ;GEN(MASC,SG)	Eurpejsczégò
Inflect Krziżók | N;GEN(PL)	Krziżôków
Inflect Wësztôłcenié | N;NOM(SG)	Wësztôłcenié
Inflect lës | N;VOC(SG)	lësë
Inflect pedagògiczny | ADJ;NOM(MASC,SG)	pedagògiczny
Inflect tancôrz | N;GEN(PL)	tancôrzów
Inflect sztãpel | N;ACC(MASC,SG)	sztãpòr
Inflect petarda | N;GEN(PL)	petardów
Inflect reprezentant | N;NOM(MASC,SG)	reprezentant
Inflect reprezentant | N;INS(PL)	reprezentantama
Inflect mòck | ADJ;ACC(FEM,SG)	mòckò
Inflect wórtnotô | N;DAT(PL)	wôrtnotë
Inflect pòtómk | N;NOM(SG)	pòtómk
Inflect stołc | N;GEN(PL,MASC)	stolemów
Inflect fabólny | ADJ;NOM(MASC,SG)	fabùlarny
Inflect wòlnotë | N;ACC(SG)	wòlnotã
Inflect Zabrze | N;NOM(SG)	Zabrze
